0.0	0.0
1.0	-2.28460120717e-08
2.0	-2.40971364712e-08
3.0	-1.16514197652e-08
4.0	-3.30815490329e-08
5.0	-3.98458781345e-08
6.0	-5.31400307695e-09
7.0	3.36956831559e-09
8.0	-4.02933111284e-08
9.0	-4.18325649876e-08
10.0	1.71341594897e-09
11.0	5.03442567743e-08
12.0	-9.40349823396e-08
13.0	7.04382554419e-08
14.0	-1.84605523115e-08
15.0	-6.19178373e-08
16.0	1.41081966997e-07
17.0	-7.35728866182e-08
18.0	-1.9998489982e-08
19.0	5.05542132507e-08
20.0	1.09389784717e-08
21.0	-2.00359777006e-07
22.0	1.39457476204e-07
23.0	1.13806622246e-07
24.0	-2.79790830947e-07
25.0	-5.29220986182e-08
26.0	2.70791000487e-07
27.0	-1.48103390982e-07
28.0	-1.99885818199e-07
29.0	1.62644840042e-07
30.0	1.0050641069e-08
31.0	-5.58803703833e-08
32.0	-2.62336204513e-07
33.0	2.26923509144e-07
34.0	1.23105197508e-07
35.0	-4.30082767065e-07
36.0	6.26194855075e-08
37.0	2.51394591507e-07
38.0	-2.13167068509e-07
39.0	-1.5135157551e-07
40.0	1.18906058001e-07
41.0	2.47130454648e-08
42.0	-2.52266926335e-07
43.0	1.2173345657e-07
44.0	1.20231444332e-08
45.0	-2.05655233151e-07
46.0	1.96439931141e-07
47.0	-1.719819033e-07
48.0	8.6776581157e-07
49.0	1.26712974368e-06
50.0	2.2779404825e-06
51.0	-2.76089945369e-06
52.0	-3.4066714174e-06
53.0	7.59456111676e-06
54.0	-3.42563198672e-06
55.0	-8.22189780218e-06
56.0	7.83804790269e-06
57.0	-2.50481074616e-06
58.0	-1.11827581022e-05
59.0	3.11678132608e-06
60.0	5.4606458873e-06
61.0	-2.29418671378e-06
62.0	-1.3404499966e-05
63.0	1.46715576386e-05
64.0	1.58081801434e-05
65.0	-2.39753112057e-05
66.0	2.09917054646e-05
67.0	2.01116836315e-06
68.0	-2.80885563463e-05
69.0	4.27147018923e-06
70.0	8.77289349931e-06
71.0	1.08183264322e-05
72.0	-1.40960415289e-06
