	Date	Open	High	Low	Close
0	2020-04-02	1901.640015	1927.530029	1890.0	1918.829956
1	2020-04-03	1911.150024	1926.329956	1889.150024	1906.589966
2	2020-04-06	1936.0	1998.52002	1930.02002	1997.589966
3	2020-04-07	2017.109985	2035.719971	1997.619995	2011.599976
4	2020-04-08	2021.0	2044.0	2011.150024	2043.0
5	2020-04-09	2044.300049	2053.0	2017.660034	2042.76001
6	2020-04-13	2040.0	2180.0	2038.0	2168.870117
7	2020-04-14	2200.469971	2292.0	2186.209961	2283.320068
8	2020-04-15	2257.679932	2333.370117	2245.0	2307.679932
9	2020-04-16	2346.0	2461.0	2335.0	2408.189941
10	2020-04-17	2372.330078	2400.0	2316.02002	2375.0
11	2020-04-20	2389.949951	2444.97998	2386.050049	2393.610107
12	2020-04-21	2416.610107	2428.310059	2279.659912	2328.120117
13	2020-04-22	2369.0	2394.0	2351.0	2363.48999
14	2020-04-23	2399.97998	2424.219971	2382.080078	2399.449951
15	2020-04-24	2417.0	2420.429932	2382.0	2410.219971
16	2020-04-27	2443.199951	2444.879883	2363.0	2376.0
17	2020-04-28	2372.100098	2373.5	2306.0	2314.080078
18	2020-04-29	2330.01001	2391.889893	2310.0	2372.709961
19	2020-04-30	2419.840088	2475.0	2396.01001	2474.0
20	2020-05-01	2336.800049	2362.439941	2258.189941	2286.040039
21	2020-05-04	2256.379883	2326.97998	2256.379883	2315.98999
22	2020-05-05	2340.0	2351.0	2307.129883	2317.800049
23	2020-05-06	2329.439941	2357.449951	2320.0	2351.26001
24	2020-05-07	2374.780029	2376.0	2343.110107	2367.610107
25	2020-05-08	2372.139893	2387.23999	2357.0	2379.610107
26	2020-05-11	2374.699951	2419.669922	2372.110107	2409.0
27	2020-05-12	2411.850098	2419.0	2355.0	2356.949951
28	2020-05-13	2366.800049	2407.699951	2337.800049	2367.919922
29	2020-05-14	2361.01001	2391.370117	2353.209961	2388.850098
30	2020-05-15	2368.52002	2411.0	2356.370117	2409.780029
31	2020-05-18	2404.350098	2433.0	2384.01001	2426.26001
32	2020-05-19	2429.830078	2485.0	2428.969971	2449.330078
33	2020-05-20	2477.870117	2500.01001	2467.27002	2497.939941
34	2020-05-21	2500.0	2525.449951	2442.540039	2446.73999
35	2020-05-22	2455.01001	2469.850098	2430.129883	2436.879883
36	2020-05-26	2458.0	2462.0	2414.060059	2421.860107
37	2020-05-27	2404.98999	2413.580078	2330.0	2410.389893
38	2020-05-28	2384.330078	2436.969971	2378.22998	2401.100098
39	2020-05-29	2415.939941	2442.370117	2398.199951	2442.370117
40	2020-06-01	2448.0	2476.929932	2444.169922	2471.040039
41	2020-06-02	2467.0	2473.530029	2445.310059	2472.409912
42	2020-06-03	2468.01001	2488.0	2461.169922	2478.399902
43	2020-06-04	2477.429932	2507.540039	2450.01001	2460.600098
44	2020-06-05	2444.51001	2488.649902	2437.129883	2483.0
45	2020-06-08	2500.199951	2530.0	2487.340088	2524.060059
46	2020-06-09	2529.439941	2626.429932	2525.0	2600.860107
47	2020-06-10	2645.0	2722.350098	2626.26001	2647.449951
48	2020-06-11	2603.5	2671.379883	2536.22998	2557.959961
49	2020-06-12	2601.209961	2621.47998	2503.350098	2545.02002
50	2020-06-15	2526.600098	2584.0	2508.0	2572.679932
51	2020-06-16	2620.0	2620.0	2576.0	2615.27002
52	2020-06-17	2647.5	2655.0	2631.820068	2640.97998
53	2020-06-18	2647.01001	2659.639893	2636.110107	2653.97998
54	2020-06-19	2678.080078	2697.429932	2659.0	2675.01001
55	2020-06-22	2684.5	2715.0	2669.0	2713.820068
56	2020-06-23	2726.02002	2783.110107	2718.040039	2764.409912
57	2020-06-24	2780.0	2796.0	2721.0	2734.399902
58	2020-06-25	2739.550049	2756.22998	2712.139893	2754.580078
59	2020-06-26	2775.060059	2782.570068	2688.0	2692.870117
60	2020-06-29	2690.01001	2696.800049	2630.080078	2680.379883
61	2020-06-30	2685.070068	2769.629883	2675.030029	2758.820068
62	2020-07-01	2757.98999	2895.0	2754.0	2878.699951
63	2020-07-02	2912.01001	2955.560059	2871.100098	2890.300049
64	2020-07-06	2934.969971	3059.879883	2930.0	3057.040039
65	2020-07-07	3058.550049	3069.550049	2990.0	3000.120117
66	2020-07-08	3022.610107	3083.969971	3012.429932	3081.110107
67	2020-07-09	3115.98999	3193.879883	3074.0	3182.629883
