	Date	Open	High	Low	Close
0	2020-04-02	134.009995	135.389999	130.039993	134.320007
1	2020-04-03	134.449997	136.190002	131.660004	134.309998
2	2020-04-06	139.0	149.850006	138.300003	147.550003
3	2020-04-07	150.330002	150.800003	144.509995	145.070007
4	2020-04-08	146.300003	152.160004	145.0	151.119995
5	2020-04-09	152.389999	156.100006	151.679993	154.550003
6	2020-04-13	154.119995	155.309998	150.0	152.5
7	2020-04-14	155.710007	158.789993	155.149994	157.710007
8	2020-04-15	155.080002	157.270004	154.0	155.630005
9	2020-04-16	157.0	158.0	154.25	157.059998
10	2020-04-17	160.0	163.259995	157.630005	162.619995
11	2020-04-20	160.75	164.309998	160.520004	162.759995
12	2020-04-21	160.0	160.089996	148.0	150.559998
13	2020-04-22	154.0	155.699997	150.669998	154.139999
14	2020-04-23	153.5	156.470001	151.5	151.720001
15	2020-04-24	153.589996	154.5	151.300003	153.979996
16	2020-04-27	155.539993	158.440002	154.199997	157.630005
17	2020-04-28	159.5	160.809998	154.179993	154.460007
18	2020-04-29	157.880005	161.889999	156.520004	160.429993
19	2020-04-30	161.630005	165.300003	160.009995	161.949997
20	2020-05-01	158.490005	160.169998	155.259995	156.369995
21	2020-05-04	155.580002	162.020004	155.080002	161.470001
22	2020-05-05	162.529999	164.139999	160.25	163.25
23	2020-05-06	164.440002	165.710007	162.919998	163.669998
24	2020-05-07	166.5	171.270004	166.020004	169.899994
25	2020-05-08	172.949997	176.080002	171.149994	175.899994
26	2020-05-11	175.559998	183.300003	174.160004	182.669998
27	2020-05-12	183.0	183.020004	177.009995	177.539993
28	2020-05-13	175.169998	175.210007	166.270004	169.639999
29	2020-05-14	168.440002	168.570007	164.570007	167.0
30	2020-05-15	167.270004	171.720001	166.179993	171.330002
31	2020-05-18	174.0	177.0	172.130005	172.5
32	2020-05-19	172.75	178.199997	172.75	176.039993
33	2020-05-20	178.570007	179.139999	174.899994	176.929993
34	2020-05-21	176.929993	178.289993	174.929993	175.259995
35	2020-05-22	176.600006	178.639999	175.449997	177.850006
36	2020-05-26	182.0	182.0	176.220001	176.520004
37	2020-05-27	176.289993	176.610001	171.369995	176.600006
38	2020-05-28	180.0	184.800003	177.100006	181.100006
39	2020-05-29	174.300003	175.0	170.690002	174.789993
40	2020-06-01	173.100006	177.520004	172.679993	176.360001
41	2020-06-02	174.850006	174.899994	171.220001	174.229996
42	2020-06-03	174.830002	175.929993	172.839996	174.990005
43	2020-06-04	175.0	175.429993	170.0	171.440002
44	2020-06-05	170.110001	174.190002	167.0	173.880005
45	2020-06-08	173.630005	176.570007	172.660004	176.550003
46	2020-06-09	176.0	176.0	173.529999	174.559998
47	2020-06-10	176.25	182.5	176.050003	182.100006
48	2020-06-11	176.639999	178.429993	172.0	172.050003
49	2020-06-12	175.899994	177.690002	171.860001	175.110001
50	2020-06-15	172.0	178.899994	171.270004	178.610001
51	2020-06-16	180.009995	182.5	178.009995	180.479996
52	2020-06-17	180.970001	182.75	180.679993	181.399994
53	2020-06-18	181.910004	189.0	181.619995	187.660004
54	2020-06-19	189.5	191.25	185.490005	186.949997
55	2020-06-22	187.029999	192.5	187.0	191.649994
56	2020-06-23	192.0	194.089996	188.589996	189.059998
57	2020-06-24	187.509995	189.300003	184.039993	185.550003
58	2020-06-25	186.139999	188.770004	184.440002	188.339996
59	2020-06-26	188.0	188.220001	183.020004	183.169998
60	2020-06-29	183.320007	183.710007	180.0	183.330002
61	2020-06-30	183.449997	187.889999	183.130005	187.330002
62	2020-07-01	188.100006	192.820007	187.460007	191.889999
63	2020-07-02	193.160004	195.389999	192.289993	192.529999
64	2020-07-06	194.440002	199.449997	193.839996	197.720001
65	2020-07-07	197.660004	200.220001	196.210007	196.380005
66	2020-07-08	198.0	201.199997	197.350006	200.279999
67	2020-07-09	202.020004	202.820007	195.639999	200.740005
68	2020-07-10	200.059998	200.729996	197.080002	198.880005
