	Date	Open	High	Low	Close
0	2020-04-02	83.510002	87.910004	82.959999	87.510002
1	2020-04-03	86.0	87.480003	82.769997	84.050003
2	2020-04-06	88.989998	90.989998	87.699997	89.459999
3	2020-04-07	94.449997	94.5	90.379997	90.639999
4	2020-04-08	92.099998	94.860001	90.550003	94.300003
5	2020-04-09	96.919998	104.389999	96.889999	102.760002
6	2020-04-13	103.110001	103.110001	97.300003	98.190002
7	2020-04-14	101.019997	102.0	93.639999	95.5
8	2020-04-15	91.150002	92.029999	90.129997	90.790001
9	2020-04-16	90.230003	90.57	87.050003	87.330002
10	2020-04-17	92.0	95.699997	90.959999	95.18
11	2020-04-20	92.470001	94.709999	90.459999	91.709999
12	2020-04-21	88.620003	91.379997	88.330002	89.050003
13	2020-04-22	90.690002	91.870003	89.18	89.339996
14	2020-04-23	89.739998	91.279999	89.260002	89.389999
15	2020-04-24	90.639999	91.099998	88.489998	90.709999
16	2020-04-27	91.940002	95.629997	91.540001	94.620003
17	2020-04-28	97.809998	98.360001	95.029999	95.290001
18	2020-04-29	99.080002	99.449997	97.269997	97.860001
19	2020-04-30	95.599998	96.839996	94.550003	95.760002
20	2020-05-01	93.5	93.739998	91.839996	93.25
21	2020-05-04	92.019997	92.669998	90.800003	92.139999
22	2020-05-05	93.650002	94.209999	91.900002	92.0
23	2020-05-06	92.160004	92.760002	89.93	90.269997
24	2020-05-07	91.339996	92.910004	90.580002	91.209999
25	2020-05-08	92.800003	94.080002	92.110001	92.699997
26	2020-05-11	91.110001	91.110001	89.330002	89.970001
27	2020-05-12	90.150002	90.790001	86.900002	87.029999
28	2020-05-13	86.379997	86.860001	83.400002	84.029999
29	2020-05-14	82.720001	88.110001	82.400002	87.519997
30	2020-05-15	86.849998	87.279999	85.300003	85.900002
31	2020-05-18	88.690002	91.150002	87.879997	90.449997
32	2020-05-19	90.050003	91.199997	88.589996	88.669998
33	2020-05-20	90.709999	92.389999	90.370003	91.330002
34	2020-05-21	90.269997	91.760002	89.669998	90.169998
35	2020-05-22	90.010002	90.360001	88.720001	89.470001
36	2020-05-26	92.889999	97.5	92.610001	95.82
37	2020-05-27	102.07	102.580002	98.800003	101.370003
38	2020-05-28	102.940002	102.949997	99.400002	99.860001
39	2020-05-29	98.660004	99.18	96.779999	97.309998
40	2020-06-01	97.75	99.510002	97.379997	98.599998
41	2020-06-02	100.279999	100.419998	97.93	98.93
42	2020-06-03	101.580002	104.919998	101.059998	104.269997
43	2020-06-04	103.82	106.610001	102.790001	106.440002
44	2020-06-05	114.93	115.769997	109.529999	111.230003
45	2020-06-08	113.410004	114.190002	111.940002	113.449997
46	2020-06-09	110.650002	111.629997	109.010002	110.540001
47	2020-06-10	110.459999	110.510002	105.849998	106.059998
48	2020-06-11	100.029999	101.580002	96.540001	97.209999
49	2020-06-12	100.709999	101.129997	97.330002	99.870003
50	2020-06-15	96.419998	101.43	95.870003	101.25
51	2020-06-16	105.370003	105.68	99.309998	102.059998
52	2020-06-17	102.529999	102.540001	99.209999	99.480003
53	2020-06-18	98.669998	100.519997	98.129997	98.940002
54	2020-06-19	100.529999	100.599998	96.730003	97.809998
55	2020-06-22	97.25	97.949997	96.540001	96.75
56	2020-06-23	98.970001	99.970001	97.849998	97.93
57	2020-06-24	96.75	96.839996	94.309998	94.660004
58	2020-06-25	94.349998	98.209999	94.260002	97.959999
59	2020-06-26	95.110001	95.370003	92.0	92.589996
60	2020-06-29	93.400002	94.489998	92.18	93.0
61	2020-06-30	92.830002	94.660004	92.57	94.059998
62	2020-07-01	94.889999	95.709999	93.029999	93.260002
63	2020-07-02	94.739998	94.959999	91.93	92.660004
64	2020-07-06	94.43	95.199997	93.480003	95.0
65	2020-07-07	93.82	94.099998	92.0	92.32
66	2020-07-08	92.290001	93.339996	91.800003	93.300003
67	2020-07-09	93.519997	94.120003	90.779999	91.279999
68	2020-07-10	92.0	96.839996	91.870003	96.269997
69	2020-07-13	98.730003	99.269997	96.230003	97.650002
70	2020-07-14	98.370003	99.949997	96.639999	98.209999
71	2020-07-15	100.889999	101.290001	98.650002	99.730003
72	2020-07-16	98.779999	101.220001	98.550003	100.010002
73	2020-07-17	100.0	100.080002	98.139999	98.160004
74	2020-07-20	97.43	98.389999	97.260002	97.300003
75	2020-07-21	97.709999	100.050003	97.639999	99.410004
76	2020-07-22	99.650002	100.129997	97.529999	98.690002
77	2020-07-23	98.5	99.349998	97.970001	98.980003
78	2020-07-24	99.599998	99.800003	97.940002	98.279999
79	2020-07-27	97.510002	97.629997	96.169998	96.900002
80	2020-07-28	96.5	97.889999	96.5	97.32
81	2020-07-29	97.07	99.709999	97.0	99.68
82	2020-07-30	97.540001	97.739998	96.050003	97.019997
83	2020-07-31	96.480003	96.93	95.25	96.639999
84	2020-08-03	97.019997	97.57	95.849998	96.099998
85	2020-08-04	95.910004	95.949997	95.029999	95.550003
86	2020-08-05	95.870003	98.470001	95.720001	97.209999
87	2020-08-06	97.580002	98.099998	96.540001	97.239998
88	2020-08-07	96.93	99.489998	96.559998	99.379997
89	2020-08-10	100.110001	102.040001	100.029999	100.639999
90	2020-08-11	103.860001	106.160004	103.510002	103.82
91	2020-08-12	106.160004	106.43	101.709999	102.940002
92	2020-08-13	102.0	103.360001	101.639999	102.370003
93	2020-08-14	101.5	103.309998	101.419998	102.410004
94	2020-08-17	101.5	102.0	99.529999	99.709999
95	2020-08-18	99.910004	99.910004	98.120003	98.32
96	2020-08-19	98.919998	100.589996	98.339996	98.550003
97	2020-08-20	97.260002	98.029999	96.800003	97.370003
98	2020-08-21	97.269997	98.57	96.940002	97.32
